vectorId	componentKind	ordinal	length	sha256	hex
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	FRAME_PRE_AEAD	0	61	90d45767f3a16bbd85c0f848413d2c2fda3d412ffd3445b91f1740717cb12169	0000000000000064000000310000000702739c1b940000000000000000018bcfe568000000018bcfe56800ffffffffffffffffffffffffffff00000000
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	FRAME_NONCE	0	12	e3459fa20285c53555ec89aca5a69541689a5bfc14ce6db3f4963370a586127e	4e46524d0000000000000000
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	FRAME_AAD	0	328	095b0ba1576dd74b45606142ecfce6c96452ab80cb9e716a6b5d22199cafd6a8	4e5747312f46524d2f4141442f5631004e5747310001010000000000000100000000000700000000000003e8000000000000000a000000010000000000100000000000000098968000000000000000000000003d00000000002dc6c00000015400000164000000010000000100000001000000000000026400000000000002b100010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0654c050a0000000000000000000000000000004d00000000000002640000003d8830b6df000000000000006400000000000000650000000000010001
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	FRAME_CIPHERTEXT_AND_TAG	0	77	648cc5a202994cc63639111cc5384d5fb93f8d8d43e4a47923c4eadc52f06998	c88a520c1ea2da2e48d35ee4ec781df47676da1e753de6ca4549e9b91389f113a7ffd284512c831ec7cd56b28f4d51a351d1b9c828baac3d5e08ee69065d17db68f5eb54a5b90a3178a10e96c5
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	CANONICAL_BODY	0	689	6ae0dcdd61cd3481b8a0247aa4a737ffda1e4c8989b58e8c17a966a4fbc452ba	4e5747310001010000000000000100000000000700000000000003e8000000000000000a000000010000000000100000000000000098968000000000000000000000003d00000000002dc6c00000015400000164000000010000000100000001000000000000026400000000000002b100010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0654c050ac01dea78f9742203ba866269fa07e483f96f49c4d1896710ba74847d0c21c9086459a9edf134f282c4c661c45215deba9afcd7c043c3e547e9a9aaa8daa8ee152e410f37745315f9b3571371281cf91ebbf8f358767d43175806e6bca128cc8b86bfa80e43992c96e969b646b47b216e7a065c6f573372f049eae0fdffa2a3f5cada74a4e35874408b8cde2ad7e8caaf1aa0f7a014f28aa06aa9f977077375f7180614b28f01f33899af7f739143a16e69264898057a0ab29c978c70444f61a8838b4d14a553471a0fd4df054c7db706bd4b03e6afcaad91a0f0904cdea46712c17a318b5c84823b4a7c4935ff1da8e38c31c8e846cbc83e75da9f6fde0b0ad167f1cc76ff6b853516625f6800ae221653af8218284a47b1af43a9452389b74ff4274a78c525fda599fe67358100211bb3860867518a3161047d50e16f9afa8aafe57cc86085b12a63a1cc455c54c47abd61f1c4b9f60bbf80b01d610de4aea708dc8b8ac88a520c1ea2da2e48d35ee4ec781df47676da1e753de6ca4549e9b91389f113a7ffd284512c831ec7cd56b28f4d51a351d1b9c828baac3d5e08ee69065d17db68f5eb54a5b90a3178a10e96c5
NWG1_KAFKA_MIN_ZERO_RECORD_NONE_V1	LEAF_UTF8	0	140	19f723ce572f75d15be5e28dbdf2fec4ae8cc3e7575f2932f8eaadde8e3d71b5	302f303030303030303030303030303030303031302f303030303030303030303030303030303631322d303030303030303030303030303030303638392d7368613235362d76312d366165306463646436316364333438316238613032343761613461373337666664613165346338393839623538653863313761393636613466626334353262612e6e7767
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	PROTOCOL_CELL_COMMITMENT	0	32	8bbdd11beff1a6e5568bbd9a7740cb53ad29da3f5941babaa2a7a286db09260d	ca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d1
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	WRAPPED_ENVELOPE_COMMITMENT	0	32	e86c06facf27bef47c97123398efed05d908fd61f899c4a6ebef44190243f6b2	2a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	OWNER_FENCE_COMMITMENT	0	32	4d0ba7aa4b11067969e5239311ed0d24338ee21bcdf16631411fd448a95efac0	8551b9bd1c5b93211944bc620a15139b130d53eb4b71355eded522b4b8430e20
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	OWNER_FENCE_COMMITMENT	1	32	4d48f1ce202dc495c8a16e3d4a0aac9c4b90d23fbb9df5f03b63c4f054d4f06b	fb5ffc8457eddb92f283278ab41bc627ba016b80b68c6bbf75a74984492f5448
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	HEADER	0	256	6710cee1300c6fbfb87147bf71ac72b0c6ba04223a7fe41d86df7e7c44359fca	4e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc89
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	HKDF_INFO	0	37	00f460091c67c3d82dca33cdb03ad6b3e4e6c2087e01c86b149e6835d1b88d93	4e5747312f4f424a2f4b45592f5631000000000700000000000003e901000000000000000b
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	OBJECT_AEAD_KEY	0	32	421a6366dd83d83eb2929808674bd27a67b359e8d4a8751aa7d198accfa04958	55ed63844f5894dad12cb77de0f627757dde1e655f194914f428124d52e821fb
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	DIRECTORY_NONCE	0	12	f1f8dd15e4cf5a72f28a196e4084df49a3150aca23fc56adc3a672fafe6b0e80	4e4449520000000000000000
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	DIRECTORY_PLAINTEXT	0	692	e895e9a9774ccd453b73d04f795e326dabcd0e19060ea64269b999b67afe22f4	4e574431000100200001000000000002000000020000000300000048000002b4c40c56f145d06fcad7cbf42121451106df009f79d9b1c3fd667ca341ecc4ef3f7fe909cb8c7f524833f9e87c9264668a8134d37679cc8c15eebf9a376289758a8551b9bd1c5b93211944bc620a15139b130d53eb4b71355eded522b4b8430e200000000000000024000100010001000100010001fac2222249c92fd41fa95af5d2694551f55002ca23cb846727d5299956ac3497b87783c5137efdfdf84d58098c78c5c03036fe463512c1a54fba8ad0174aba3dfb5ffc8457eddb92f283278ab41bc627ba016b80b68c6bbf75a74984492f5448000000240000002400010001000100010001000100000000000000000000000200000003000000070000000000000000000000c800000000000000ca148bb5a703260f47f513da954041fdbc29382c85a30dc495bdd4665106001e810e3568fb1b9bdcf49929d9a583700116f3a91104551526c345159c17ee2b4cf300000001000000020000000100000004000000070000000000000000000000ca00000000000000cb1d3689183bd8ba845d75dbfd5c2799867a8fdc1297ad673cf3a5fed94e7f59c443be8af60b04255377bc664e905c1146af0d8c810244fe080481a118cff8dfe3000000000000004d00000000000003c40000003dc837835700000000000000c800000000000000c90000000000010001000000000000004d00000000000004110000003d47ff01c500000000000000c900000000000000ca0000000000010001000000010000004d000000000000045e0000003d66a7f54400000000000000ca00000000000000cb00000000000100014e5449310001000000000000006500000000000000c90000000a6e7767312d76312d62314e5449310001000000000000006500000000000000c80000000a6e7767312d76312d623058b0b37c
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	DIRECTORY_AAD	0	272	d111efd0a7ceb1946701a49aad6416a8fd4b83f4254f20f228ce671204c8d162	4e5747312f4449522f4141442f5631004e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc89
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	DIRECTORY_CIPHERTEXT_AND_TAG	0	708	1a179e186b98d99070dcdbd13a463c061778afe83b146f11198297dec3431cca	aac63e9dea98f9ee1e3b9031c1e746530391051b6b3ad9fe71c92256e00ebec8ba43f62fc91c1652cb96347d482285713de7112c3004f6d5453827415009898e6e8d214abb6fd4655eb4ba269f392428dd96339bc40579d38f1608d4c50780c801afe63b4ed7bd1d1b75476c532571d9a3eed1fd922e0a2420cb015a12ca62dba4f6e8d6c6b54beff34d9d38ebcd6928986c17c9727e84521fbaa2a294eab4a1cd313c8d640c4a05b7f2e3032c78c470d0f0c41c774f265fd4a80af0367441246b82e56d79d56ec196d82ad0e581ac2edb44f37d74d6a8aab0430c289e4d22a4efb182a7e09a5fd35ac7e20b2d7b9021dcc8a1ad8a396be5f41652a2722bf60bb596a9628ce9647176a4564f2723572f22abcee60fea82b925cdfc867defcb766c3c2707616981bfed81ac5561ca6aa462612eeb90468c74099bf7384827094db5f0a8ccf016c90f3f1bc46e0b6cecdd980bc273e988e4bfbe1a0a89fd9c6cd637994d1bb4d3a90a2e0013761dac3eb6cf27a1e152a7a4349f011da6c8a75bec3ba74ac2e9502e260f0b9b3c29becbc50248d04e8bef777f57427617d3fd5ed5521f8432cebe1f1b74bf2589f3cab80984246042a20a254a154c6146f0464b60c5f2c3695361fe6f999f42c50d4756fb2bb051f4735e5a8cbc68a45867ef3e97fd284589dabfc61a55285365c417cd39d526b9f483d37508aba9b62ebed20f6700f164de629708fba86d8c4e50d0138363969af89d59a8a75de0711980b1096a7ab27802632d3d93cfc74f79ae6593200b4c2c087a7607358a39464b7786aae0fa810e2cc23af01ecb96fc59decd04c87f1a8102517bc3700ee4a388c66f5b9f5f7de383cb1a36d4cd495d0efa063a9e9f68d281a70715f71bc2b0a0168e2c540b0229f560db14fa7356e15806a34bb9a7baa8667dc75aaa2f94308a1287bd3246c69afd3fca2ad63f9895afa631bb6c6f8ef09ade5a8e308b9c33b1e0f56cefe52728a8
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_PRE_AEAD	0	61	56d0b22a7f50aea667980334ef08001d8c57f79abe6f367cfbc0d4b5dbc25021	00000000000000c8000000310000000702739c1b940000000000000000018bcfe568000000018bcfe56800ffffffffffffffffffffffffffff00000000
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_NONCE	0	12	e3459fa20285c53555ec89aca5a69541689a5bfc14ce6db3f4963370a586127e	4e46524d0000000000000000
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_AAD	0	328	f59051cced9b05445a8d7d6907fb5f0eae4da4b07bf8ea3b0e642289fcade717	4e5747312f46524d2f4141442f5631004e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc890000000000000000000000000000004d00000000000003c40000003dc837835700000000000000c800000000000000c90000000000010001
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_CIPHERTEXT_AND_TAG	0	77	57dcd9c381ad65f4d40a5e0ef1261f2dbd2ae4b8b2798b439b3e6aa7b13ea835	22a7abb6b64fda4dc29928cd1482404ec7393ab248fa61fe49a5bb59d0706642417f4e5fb8c97625c7467a82fb3459db1cb05a4be02126db58d6471cdab4cc06341355b6e19b2f6608a2f70e86
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_PRE_AEAD	1	61	1ac868d88e915b33aca5d74e874cb9d7f380ecfc78908d686dc220689d31e8a8	00000000000000c90000003100000007029499c5d30000000000000000018bcfe568010000018bcfe56801ffffffffffffffffffffffffffff00000000
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_NONCE	1	12	1d50c860a16f6116f1cef92589c10993f5ab5b03606378612ddb97a4f9cd638b	4e46524d0000000000000001
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_AAD	1	328	29e8e85d84e9d047f7c21b5311d4cd345d05098ab0d2ab59379229d5c0acab42	4e5747312f46524d2f4141442f5631004e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc890000000000000001000000000000004d00000000000004110000003d47ff01c500000000000000c900000000000000ca0000000000010001
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_CIPHERTEXT_AND_TAG	1	77	908712a60dcbc0132d042ebbb0753a5b1a8bfdf08105cba7edef14321741a6d4	c631f744f60a7fb2378159c04c1314516f1ba6eba6945926d1cf0ccbf28b4db1e2bc1160a3f53b94567cccae27c1d69e05d16e5281b06a319e0851d2427111dd76077941575d1ffc9a96fd891e
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_PRE_AEAD	2	61	43be8af60b04255377bc664e905c1146af0d8c810244fe080481a118cff8dfe3	00000000000000ca000000310000000702b87bd1eb0000000000000000018bcfe568020000018bcfe56802ffffffffffffffffffffffffffff00000000
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_NONCE	2	12	bf2479a4f98db6f6f09e44c56cee388f48554222f45accebdddfe46f37e060eb	4e46524d0000000000000002
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_AAD	2	328	ff7767405bd61616494c56c1f6d1d34dfb07f5990b3b4e17b7e3c790df161f10	4e5747312f46524d2f4141442f5631004e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc890000000000000002000000010000004d000000000000045e0000003d66a7f54400000000000000ca00000000000000cb0000000000010001
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	FRAME_CIPHERTEXT_AND_TAG	2	77	68e1e998a21f62b72648c6706cf0c4d7a300a3273c1a828dedb25022caabc0fc	c705b01c1ab207db9e54cccf8924dd5aa6ff27e18d3a22cfba9d90c8ced0ae34d18402b1f8b0e191bef003896399585fab705542ae6427eb61fbfe29cdf313626c51bedd716b467f2f72da26b5
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	CANONICAL_BODY	0	1195	cd0b2e23156e9feb9cacb8cb560a89b201b6f0a4cd0a901de4dab634cdb3af31	4e5747310001010000000000000100000000000700000000000003e9000000000000000b00000001000000000010000000000000009896800000000000000000000000b700000000002dc6c0000002b4000002c400000002000000020000000300000000000003c400000000000004ab01010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0b0d5cc89aac63e9dea98f9ee1e3b9031c1e746530391051b6b3ad9fe71c92256e00ebec8ba43f62fc91c1652cb96347d482285713de7112c3004f6d5453827415009898e6e8d214abb6fd4655eb4ba269f392428dd96339bc40579d38f1608d4c50780c801afe63b4ed7bd1d1b75476c532571d9a3eed1fd922e0a2420cb015a12ca62dba4f6e8d6c6b54beff34d9d38ebcd6928986c17c9727e84521fbaa2a294eab4a1cd313c8d640c4a05b7f2e3032c78c470d0f0c41c774f265fd4a80af0367441246b82e56d79d56ec196d82ad0e581ac2edb44f37d74d6a8aab0430c289e4d22a4efb182a7e09a5fd35ac7e20b2d7b9021dcc8a1ad8a396be5f41652a2722bf60bb596a9628ce9647176a4564f2723572f22abcee60fea82b925cdfc867defcb766c3c2707616981bfed81ac5561ca6aa462612eeb90468c74099bf7384827094db5f0a8ccf016c90f3f1bc46e0b6cecdd980bc273e988e4bfbe1a0a89fd9c6cd637994d1bb4d3a90a2e0013761dac3eb6cf27a1e152a7a4349f011da6c8a75bec3ba74ac2e9502e260f0b9b3c29becbc50248d04e8bef777f57427617d3fd5ed5521f8432cebe1f1b74bf2589f3cab80984246042a20a254a154c6146f0464b60c5f2c3695361fe6f999f42c50d4756fb2bb051f4735e5a8cbc68a45867ef3e97fd284589dabfc61a55285365c417cd39d526b9f483d37508aba9b62ebed20f6700f164de629708fba86d8c4e50d0138363969af89d59a8a75de0711980b1096a7ab27802632d3d93cfc74f79ae6593200b4c2c087a7607358a39464b7786aae0fa810e2cc23af01ecb96fc59decd04c87f1a8102517bc3700ee4a388c66f5b9f5f7de383cb1a36d4cd495d0efa063a9e9f68d281a70715f71bc2b0a0168e2c540b0229f560db14fa7356e15806a34bb9a7baa8667dc75aaa2f94308a1287bd3246c69afd3fca2ad63f9895afa631bb6c6f8ef09ade5a8e308b9c33b1e0f56cefe52728a822a7abb6b64fda4dc29928cd1482404ec7393ab248fa61fe49a5bb59d0706642417f4e5fb8c97625c7467a82fb3459db1cb05a4be02126db58d6471cdab4cc06341355b6e19b2f6608a2f70e86c631f744f60a7fb2378159c04c1314516f1ba6eba6945926d1cf0ccbf28b4db1e2bc1160a3f53b94567cccae27c1d69e05d16e5281b06a319e0851d2427111dd76077941575d1ffc9a96fd891ec705b01c1ab207db9e54cccf8924dd5aa6ff27e18d3a22cfba9d90c8ced0ae34d18402b1f8b0e191bef003896399585fab705542ae6427eb61fbfe29cdf313626c51bedd716b467f2f72da26b5
NWG1_KAFKA_MULTI_BINDING_COMMIT_SET_NONE_V1	LEAF_UTF8	0	140	36ee43adb110a885be2a61c1edbdcf963eeda2cceb0acd0939dde411210c756d	312f303030303030303030303030303030303031312f303030303030303030303030303030303936342d303030303030303030303030303030313139352d7368613235362d76312d636430623265323331353665396665623963616362386362353630613839623230316236663061346364306139303164653464616236333463646233616633312e6e7767
NWG1_KAFKA_FIXED_ZSTD_V1	PROTOCOL_CELL_COMMITMENT	0	32	8bbdd11beff1a6e5568bbd9a7740cb53ad29da3f5941babaa2a7a286db09260d	ca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d1
NWG1_KAFKA_FIXED_ZSTD_V1	WRAPPED_ENVELOPE_COMMITMENT	0	32	e86c06facf27bef47c97123398efed05d908fd61f899c4a6ebef44190243f6b2	2a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae0
NWG1_KAFKA_FIXED_ZSTD_V1	OWNER_FENCE_COMMITMENT	0	32	6b502841f3e23629e8baee8c45833c232e3e590b16d08d21fc12fc2116b09e3c	c4685f8beb599d2cbabb7ce930870095312e8bd58f70791c5baabf3a7bee2398
NWG1_KAFKA_FIXED_ZSTD_V1	HEADER	0	256	f08323405e133180bb57c04f8e2842bddc3184577efa3f152b8e967d554ac5b7	4e5747310001010000000000000100000000000700000000000003ea000000000000000c000000010000000000100000000000000098968000000000000000000000009800000000002dc6c00000015400000164000000010000000100000001000000000000026400000000000002b002010101010101010101100aca5836c96de98740e6f3390b40b43bed1d5cf601f9c845340c38aee06ee474d105497d4727444ffed7a83f714edec0e94f3722c7bc9f4d1bb34b300d0590161a0039f6e43b7d376b3ed939465e3c9deecca8ee9fc090141af2397569108a70a92a6c68fed3c94e024b4f76ca4d89f47535d7e0292639d395d3c4fc1403faeae08fe82145
NWG1_KAFKA_FIXED_ZSTD_V1	HKDF_INFO	0	37	508b714dea512ed299ae28d9db26ad89fa57e77113b8c61a157ecafebdc6ef16	4e5747312f4f424a2f4b45592f5631000000000700000000000003ea02000000000000000c
NWG1_KAFKA_FIXED_ZSTD_V1	OBJECT_AEAD_KEY	0	32	3081a49deee3f0e5d37fcdfb9eac2a416dde300119d6da7b0a8ab748c932f361	f3afd5af4ce99f045a13f7a575ae9b02e62da75bfdb40c0243b2f94657d95639
NWG1_KAFKA_FIXED_ZSTD_V1	DIRECTORY_NONCE	0	12	f1f8dd15e4cf5a72f28a196e4084df49a3150aca23fc56adc3a672fafe6b0e80	4e4449520000000000000000
